code,geofips,geoname,timeperiod,cl_unit,unit_mult,datavalue,noteref,table,endpoint,topic
CAGDP9-1,22000,Louisiana,2022,Thousands of chained 2017 dollars,3,231262265,,CAGDP9,1,All industry total
CAGDP9-1,23000,Maine,2017,Thousands of chained 2017 dollars,3,63000596,,CAGDP9,1,All industry total
CAGDP9-1,23000,Maine,2018,Thousands of chained 2017 dollars,3,64806287,,CAGDP9,1,All industry total
CAGDP9-1,23000,Maine,2019,Thousands of chained 2017 dollars,3,66351151,,CAGDP9,1,All industry total
CAGDP9-1,23000,Maine,2020,Thousands of chained 2017 dollars,3,67420598,,CAGDP9,1,All industry total
CAGDP9-1,23000,Maine,2021,Thousands of chained 2017 dollars,3,70869930,,CAGDP9,1,All industry total
CAGDP9-1,23000,Maine,2022,Thousands of chained 2017 dollars,3,72413523,,CAGDP9,1,All industry total
CAGDP9-1,24000,Maryland,2017,Thousands of chained 2017 dollars,3,399714534,,CAGDP9,1,All industry total
CAGDP9-1,24000,Maryland,2018,Thousands of chained 2017 dollars,3,402480892,,CAGDP9,1,All industry total
CAGDP9-1,24000,Maryland,2019,Thousands of chained 2017 dollars,3,402346194,,CAGDP9,1,All industry total
CAGDP9-1,24000,Maryland,2020,Thousands of chained 2017 dollars,3,388532286,,CAGDP9,1,All industry total
CAGDP9-1,24000,Maryland,2021,Thousands of chained 2017 dollars,3,405905303,,CAGDP9,1,All industry total
CAGDP9-1,24000,Maryland,2022,Thousands of chained 2017 dollars,3,412282552,,CAGDP9,1,All industry total
CAGDP9-1,25000,Massachusetts,2017,Thousands of chained 2017 dollars,3,530129429,,CAGDP9,1,All industry total
CAGDP9-1,25000,Massachusetts,2018,Thousands of chained 2017 dollars,3,549262072,,CAGDP9,1,All industry total
CAGDP9-1,25000,Massachusetts,2019,Thousands of chained 2017 dollars,3,566706170,,CAGDP9,1,All industry total
CAGDP9-1,25000,Massachusetts,2020,Thousands of chained 2017 dollars,3,556196418,,CAGDP9,1,All industry total
CAGDP9-1,25000,Massachusetts,2021,Thousands of chained 2017 dollars,3,591911488,,CAGDP9,1,All industry total
CAGDP9-1,25000,Massachusetts,2022,Thousands of chained 2017 dollars,3,604357731,,CAGDP9,1,All industry total
CAGDP9-1,26000,Michigan,2017,Thousands of chained 2017 dollars,3,505101516,,CAGDP9,1,All industry total
CAGDP9-1,26000,Michigan,2018,Thousands of chained 2017 dollars,3,516842963,,CAGDP9,1,All industry total
CAGDP9-1,26000,Michigan,2019,Thousands of chained 2017 dollars,3,517845213,,CAGDP9,1,All industry total
CAGDP9-1,26000,Michigan,2020,Thousands of chained 2017 dollars,3,502483729,,CAGDP9,1,All industry total
CAGDP9-1,26000,Michigan,2021,Thousands of chained 2017 dollars,3,531499956,,CAGDP9,1,All industry total
CAGDP9-1,26000,Michigan,2022,Thousands of chained 2017 dollars,3,539898171,,CAGDP9,1,All industry total
CAGDP9-1,27000,Minnesota,2017,Thousands of chained 2017 dollars,3,354721890,,CAGDP9,1,All industry total
CAGDP9-1,27000,Minnesota,2018,Thousands of chained 2017 dollars,3,364799702,,CAGDP9,1,All industry total
CAGDP9-1,27000,Minnesota,2019,Thousands of chained 2017 dollars,3,368688713,,CAGDP9,1,All industry total
CAGDP9-1,27000,Minnesota,2020,Thousands of chained 2017 dollars,3,358127237,,CAGDP9,1,All industry total
CAGDP9-1,27000,Minnesota,2021,Thousands of chained 2017 dollars,3,374733259,,CAGDP9,1,All industry total
CAGDP9-1,27000,Minnesota,2022,Thousands of chained 2017 dollars,3,379111541,,CAGDP9,1,All industry total
CAGDP9-1,28000,Mississippi,2017,Thousands of chained 2017 dollars,3,110281427,,CAGDP9,1,All industry total
CAGDP9-1,28000,Mississippi,2018,Thousands of chained 2017 dollars,3,110174777,,CAGDP9,1,All industry total
CAGDP9-1,28000,Mississippi,2019,Thousands of chained 2017 dollars,3,110537881,,CAGDP9,1,All industry total
CAGDP9-1,28000,Mississippi,2020,Thousands of chained 2017 dollars,3,109894099,,CAGDP9,1,All industry total
CAGDP9-1,28000,Mississippi,2021,Thousands of chained 2017 dollars,3,114198473,,CAGDP9,1,All industry total
CAGDP9-1,28000,Mississippi,2022,Thousands of chained 2017 dollars,3,114152942,,CAGDP9,1,All industry total
CAGDP9-1,29000,Missouri,2017,Thousands of chained 2017 dollars,3,311273761,,CAGDP9,1,All industry total
CAGDP9-1,29000,Missouri,2018,Thousands of chained 2017 dollars,3,314182398,,CAGDP9,1,All industry total
CAGDP9-1,29000,Missouri,2019,Thousands of chained 2017 dollars,3,320880824,,CAGDP9,1,All industry total
CAGDP9-1,29000,Missouri,2020,Thousands of chained 2017 dollars,3,315276211,,CAGDP9,1,All industry total
CAGDP9-1,29000,Missouri,2021,Thousands of chained 2017 dollars,3,330117450,,CAGDP9,1,All industry total
CAGDP9-1,29000,Missouri,2022,Thousands of chained 2017 dollars,3,336625841,,CAGDP9,1,All industry total
CAGDP9-1,30000,Montana,2017,Thousands of chained 2017 dollars,3,48470545,,CAGDP9,1,All industry total
CAGDP9-1,30000,Montana,2018,Thousands of chained 2017 dollars,3,49454951,,CAGDP9,1,All industry total
CAGDP9-1,30000,Montana,2019,Thousands of chained 2017 dollars,3,50318918,,CAGDP9,1,All industry total
CAGDP9-1,30000,Montana,2020,Thousands of chained 2017 dollars,3,50159556,,CAGDP9,1,All industry total
CAGDP9-1,30000,Montana,2021,Thousands of chained 2017 dollars,3,52952018,,CAGDP9,1,All industry total
CAGDP9-1,30000,Montana,2022,Thousands of chained 2017 dollars,3,53983386,,CAGDP9,1,All industry total
CAGDP9-1,31000,Nebraska,2017,Thousands of chained 2017 dollars,3,123219865,,CAGDP9,1,All industry total
CAGDP9-1,31000,Nebraska,2018,Thousands of chained 2017 dollars,3,125543447,,CAGDP9,1,All industry total
CAGDP9-1,31000,Nebraska,2019,Thousands of chained 2017 dollars,3,127481833,,CAGDP9,1,All industry total
CAGDP9-1,31000,Nebraska,2020,Thousands of chained 2017 dollars,3,126890603,,CAGDP9,1,All industry total
CAGDP9-1,31000,Nebraska,2021,Thousands of chained 2017 dollars,3,133495652,,CAGDP9,1,All industry total
CAGDP9-1,31000,Nebraska,2022,Thousands of chained 2017 dollars,3,137078056,,CAGDP9,1,All industry total
CAGDP9-1,32000,Nevada,2017,Thousands of chained 2017 dollars,3,163199058,,CAGDP9,1,All industry total
CAGDP9-1,32000,Nevada,2018,Thousands of chained 2017 dollars,3,168638546,,CAGDP9,1,All industry total
CAGDP9-1,32000,Nevada,2019,Thousands of chained 2017 dollars,3,175771275,,CAGDP9,1,All industry total
CAGDP9-1,32000,Nevada,2020,Thousands of chained 2017 dollars,3,165793855,,CAGDP9,1,All industry total
CAGDP9-1,32000,Nevada,2021,Thousands of chained 2017 dollars,3,181102920,,CAGDP9,1,All industry total
CAGDP9-1,32000,Nevada,2022,Thousands of chained 2017 dollars,3,187226240,,CAGDP9,1,All industry total
CAGDP9-1,33000,New Hampshire,2017,Thousands of chained 2017 dollars,3,81179571,,CAGDP9,1,All industry total
CAGDP9-1,33000,New Hampshire,2018,Thousands of chained 2017 dollars,3,82269495,,CAGDP9,1,All industry total
CAGDP9-1,33000,New Hampshire,2019,Thousands of chained 2017 dollars,3,84031186,,CAGDP9,1,All industry total
CAGDP9-1,33000,New Hampshire,2020,Thousands of chained 2017 dollars,3,83182099,,CAGDP9,1,All industry total
CAGDP9-1,33000,New Hampshire,2021,Thousands of chained 2017 dollars,3,89890076,,CAGDP9,1,All industry total
CAGDP9-1,33000,New Hampshire,2022,Thousands of chained 2017 dollars,3,90150471,,CAGDP9,1,All industry total
CAGDP9-1,34000,New Jersey,2017,Thousands of chained 2017 dollars,3,590086737,,CAGDP9,1,All industry total
CAGDP9-1,34000,New Jersey,2018,Thousands of chained 2017 dollars,3,606892203,,CAGDP9,1,All industry total
CAGDP9-1,34000,New Jersey,2019,Thousands of chained 2017 dollars,3,617110702,,CAGDP9,1,All industry total
CAGDP9-1,34000,New Jersey,2020,Thousands of chained 2017 dollars,3,595973431,,CAGDP9,1,All industry total
CAGDP9-1,34000,New Jersey,2021,Thousands of chained 2017 dollars,3,629011319,,CAGDP9,1,All industry total
CAGDP9-1,34000,New Jersey,2022,Thousands of chained 2017 dollars,3,646731343,,CAGDP9,1,All industry total
CAGDP9-1,35000,New Mexico,2017,Thousands of chained 2017 dollars,3,93210058,,CAGDP9,1,All industry total
CAGDP9-1,35000,New Mexico,2018,Thousands of chained 2017 dollars,3,96077043,,CAGDP9,1,All industry total
CAGDP9-1,35000,New Mexico,2019,Thousands of chained 2017 dollars,3,100446232,,CAGDP9,1,All industry total
CAGDP9-1,35000,New Mexico,2020,Thousands of chained 2017 dollars,3,97511896,,CAGDP9,1,All industry total
CAGDP9-1,35000,New Mexico,2021,Thousands of chained 2017 dollars,3,99572348,,CAGDP9,1,All industry total
CAGDP9-1,35000,New Mexico,2022,Thousands of chained 2017 dollars,3,101315019,,CAGDP9,1,All industry total
CAGDP9-1,36000,New York,2017,Thousands of chained 2017 dollars,3,1624800665,,CAGDP9,1,All industry total
CAGDP9-1,36000,New York,2018,Thousands of chained 2017 dollars,3,1665186762,,CAGDP9,1,All industry total
CAGDP9-1,36000,New York,2019,Thousands of chained 2017 dollars,3,1709750685,,CAGDP9,1,All industry total
CAGDP9-1,36000,New York,2020,Thousands of chained 2017 dollars,3,1650567241,,CAGDP9,1,All industry total
CAGDP9-1,36000,New York,2021,Thousands of chained 2017 dollars,3,1724472246,,CAGDP9,1,All industry total
CAGDP9-1,36000,New York,2022,Thousands of chained 2017 dollars,3,1763524631,,CAGDP9,1,All industry total
CAGDP9-1,37000,North Carolina,2017,Thousands of chained 2017 dollars,3,546810139,,CAGDP9,1,All industry total
CAGDP9-1,37000,North Carolina,2018,Thousands of chained 2017 dollars,3,556573693,,CAGDP9,1,All industry total
CAGDP9-1,37000,North Carolina,2019,Thousands of chained 2017 dollars,3,568475554,,CAGDP9,1,All industry total
CAGDP9-1,37000,North Carolina,2020,Thousands of chained 2017 dollars,3,564794363,,CAGDP9,1,All industry total
CAGDP9-1,37000,North Carolina,2021,Thousands of chained 2017 dollars,3,597316094,,CAGDP9,1,All industry total
CAGDP9-1,37000,North Carolina,2022,Thousands of chained 2017 dollars,3,609058244,,CAGDP9,1,All industry total
CAGDP9-1,38000,North Dakota,2017,Thousands of chained 2017 dollars,3,56530212,,CAGDP9,1,All industry total
CAGDP9-1,38000,North Dakota,2018,Thousands of chained 2017 dollars,3,58516353,,CAGDP9,1,All industry total
CAGDP9-1,38000,North Dakota,2019,Thousands of chained 2017 dollars,3,59142252,,CAGDP9,1,All industry total
CAGDP9-1,38000,North Dakota,2020,Thousands of chained 2017 dollars,3,55699059,,CAGDP9,1,All industry total
CAGDP9-1,38000,North Dakota,2021,Thousands of chained 2017 dollars,3,55401009,,CAGDP9,1,All industry total
CAGDP9-1,38000,North Dakota,2022,Thousands of chained 2017 dollars,3,54798693,,CAGDP9,1,All industry total
CAGDP9-1,39000,Ohio,2017,Thousands of chained 2017 dollars,3,652187459,,CAGDP9,1,All industry total
CAGDP9-1,39000,Ohio,2018,Thousands of chained 2017 dollars,3,656212004,,CAGDP9,1,All industry total
CAGDP9-1,39000,Ohio,2019,Thousands of chained 2017 dollars,3,674123438,,CAGDP9,1,All industry total
CAGDP9-1,39000,Ohio,2020,Thousands of chained 2017 dollars,3,654586289,,CAGDP9,1,All industry total
CAGDP9-1,39000,Ohio,2021,Thousands of chained 2017 dollars,3,686206352,,CAGDP9,1,All industry total
CAGDP9-1,39000,Ohio,2022,Thousands of chained 2017 dollars,3,689681251,,CAGDP9,1,All industry total
CAGDP9-1,40000,Oklahoma,2017,Thousands of chained 2017 dollars,3,192538613,,CAGDP9,1,All industry total
CAGDP9-1,40000,Oklahoma,2018,Thousands of chained 2017 dollars,3,196030507,,CAGDP9,1,All industry total
CAGDP9-1,40000,Oklahoma,2019,Thousands of chained 2017 dollars,3,199462114,,CAGDP9,1,All industry total
CAGDP9-1,40000,Oklahoma,2020,Thousands of chained 2017 dollars,3,190751694,,CAGDP9,1,All industry total
CAGDP9-1,40000,Oklahoma,2021,Thousands of chained 2017 dollars,3,193518049,,CAGDP9,1,All industry total
CAGDP9-1,40000,Oklahoma,2022,Thousands of chained 2017 dollars,3,191583048,,CAGDP9,1,All industry total
CAGDP9-1,41000,Oregon,2017,Thousands of chained 2017 dollars,3,225534544,,CAGDP9,1,All industry total
CAGDP9-1,41000,Oregon,2018,Thousands of chained 2017 dollars,3,234308332,,CAGDP9,1,All industry total
CAGDP9-1,41000,Oregon,2019,Thousands of chained 2017 dollars,3,239910481,,CAGDP9,1,All industry total
CAGDP9-1,41000,Oregon,2020,Thousands of chained 2017 dollars,3,237670384,,CAGDP9,1,All industry total
CAGDP9-1,41000,Oregon,2021,Thousands of chained 2017 dollars,3,250099370,,CAGDP9,1,All industry total
CAGDP9-1,41000,Oregon,2022,Thousands of chained 2017 dollars,3,254708369,,CAGDP9,1,All industry total
CAGDP9-1,42000,Pennsylvania,2017,Thousands of chained 2017 dollars,3,754318029,,CAGDP9,1,All industry total
CAGDP9-1,42000,Pennsylvania,2018,Thousands of chained 2017 dollars,3,763855357,,CAGDP9,1,All industry total
CAGDP9-1,42000,Pennsylvania,2019,Thousands of chained 2017 dollars,3,772529454,,CAGDP9,1,All industry total
CAGDP9-1,42000,Pennsylvania,2020,Thousands of chained 2017 dollars,3,736470575,,CAGDP9,1,All industry total
CAGDP9-1,42000,Pennsylvania,2021,Thousands of chained 2017 dollars,3,764601590,,CAGDP9,1,All industry total
CAGDP9-1,42000,Pennsylvania,2022,Thousands of chained 2017 dollars,3,772335937,,CAGDP9,1,All industry total
CAGDP9-1,44000,Rhode Island,2017,Thousands of chained 2017 dollars,3,58771553,,CAGDP9,1,All industry total
CAGDP9-1,44000,Rhode Island,2018,Thousands of chained 2017 dollars,3,58740143,,CAGDP9,1,All industry total
CAGDP9-1,44000,Rhode Island,2019,Thousands of chained 2017 dollars,3,59866629,,CAGDP9,1,All industry total
CAGDP9-1,44000,Rhode Island,2020,Thousands of chained 2017 dollars,3,58155170,,CAGDP9,1,All industry total
CAGDP9-1,44000,Rhode Island,2021,Thousands of chained 2017 dollars,3,60777258,,CAGDP9,1,All industry total
CAGDP9-1,44000,Rhode Island,2022,Thousands of chained 2017 dollars,3,62190946,,CAGDP9,1,All industry total
CAGDP9-1,45000,South Carolina,2017,Thousands of chained 2017 dollars,3,224937579,,CAGDP9,1,All industry total
CAGDP9-1,45000,South Carolina,2018,Thousands of chained 2017 dollars,3,231663274,,CAGDP9,1,All industry total
CAGDP9-1,45000,South Carolina,2019,Thousands of chained 2017 dollars,3,237511428,,CAGDP9,1,All industry total
CAGDP9-1,45000,South Carolina,2020,Thousands of chained 2017 dollars,3,233712251,,CAGDP9,1,All industry total
CAGDP9-1,45000,South Carolina,2021,Thousands of chained 2017 dollars,3,244854047,,CAGDP9,1,All industry total
CAGDP9-1,45000,South Carolina,2022,Thousands of chained 2017 dollars,3,250873361,,CAGDP9,1,All industry total
