code,geofips,geoname,timeperiod,cl_unit,unit_mult,datavalue,noteref,table,endpoint,topic
CAINC1-1,01000,Alabama,1992,Thousands of dollars,3,73004434,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,1993,Thousands of dollars,3,76346081,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,1994,Thousands of dollars,3,80786743,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,1995,Thousands of dollars,3,85393841,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,1996,Thousands of dollars,3,89218035,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,1997,Thousands of dollars,3,93851877,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,1998,Thousands of dollars,3,99772880,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,1999,Thousands of dollars,3,103204055,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2000,Thousands of dollars,3,108002948,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2001,Thousands of dollars,3,111894150,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2002,Thousands of dollars,3,115007661,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2003,Thousands of dollars,3,120241006,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2004,Thousands of dollars,3,128606270,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2005,Thousands of dollars,3,136087503,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2006,Thousands of dollars,3,144719039,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2007,Thousands of dollars,3,151942557,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2008,Thousands of dollars,3,157780330,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2009,Thousands of dollars,3,155666922,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2010,Thousands of dollars,3,162068839,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2011,Thousands of dollars,3,167882194,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2012,Thousands of dollars,3,172101458,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2013,Thousands of dollars,3,173720680,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2014,Thousands of dollars,3,179487109,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2015,Thousands of dollars,3,187474744,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2016,Thousands of dollars,3,190871820,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2017,Thousands of dollars,3,197963769,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2018,Thousands of dollars,3,205674190,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2019,Thousands of dollars,3,215165840,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2020,Thousands of dollars,3,230872566,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2021,Thousands of dollars,3,252791890,,CAINC1,1,Personal income
CAINC1-1,01000,Alabama,2022,Thousands of dollars,3,258362172,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1969,Thousands of dollars,3,1575306,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1970,Thousands of dollars,3,1798953,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1971,Thousands of dollars,3,1984124,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1972,Thousands of dollars,3,2166758,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1973,Thousands of dollars,3,2507651,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1974,Thousands of dollars,3,3042645,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1975,Thousands of dollars,3,4156808,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1976,Thousands of dollars,3,4893293,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1977,Thousands of dollars,3,5081877,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1978,Thousands of dollars,3,5235885,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1979,Thousands of dollars,3,5546412,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1980,Thousands of dollars,3,6285382,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1981,Thousands of dollars,3,7150519,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1982,Thousands of dollars,3,8730130,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1983,Thousands of dollars,3,9513851,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1984,Thousands of dollars,3,10114887,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1985,Thousands of dollars,3,10962051,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1986,Thousands of dollars,3,11060492,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1987,Thousands of dollars,3,10592902,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1988,Thousands of dollars,3,11059926,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1989,Thousands of dollars,3,12101339,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1990,Thousands of dollars,3,12840241,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1991,Thousands of dollars,3,13409556,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1992,Thousands of dollars,3,14263462,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1993,Thousands of dollars,3,14997575,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1994,Thousands of dollars,3,15499862,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1995,Thousands of dollars,3,15937679,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1996,Thousands of dollars,3,16376600,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1997,Thousands of dollars,3,17297519,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1998,Thousands of dollars,3,18155936,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,1999,Thousands of dollars,3,18706617,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2000,Thousands of dollars,3,20092171,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2001,Thousands of dollars,3,21287123,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2002,Thousands of dollars,3,22331474,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2003,Thousands of dollars,3,23372138,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2004,Thousands of dollars,3,24429161,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2005,Thousands of dollars,3,26019615,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2006,Thousands of dollars,3,27696199,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2007,Thousands of dollars,3,29761264,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2008,Thousands of dollars,3,32860667,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2009,Thousands of dollars,3,32995420,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2010,Thousands of dollars,3,35374322,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2011,Thousands of dollars,3,37870572,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2012,Thousands of dollars,3,38997090,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2013,Thousands of dollars,3,38565077,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2014,Thousands of dollars,3,40642115,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2015,Thousands of dollars,3,41918639,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2016,Thousands of dollars,3,41285498,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2017,Thousands of dollars,3,41919375,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2018,Thousands of dollars,3,43522749,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2019,Thousands of dollars,3,44507583,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2020,Thousands of dollars,3,45366320,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2021,Thousands of dollars,3,48207950,,CAINC1,1,Personal income
CAINC1-1,02000,Alaska,2022,Thousands of dollars,3,50349667,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1969,Thousands of dollars,3,6327071,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1970,Thousands of dollars,3,7216133,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1971,Thousands of dollars,3,8255566,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1972,Thousands of dollars,3,9464649,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1973,Thousands of dollars,3,10934211,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1974,Thousands of dollars,3,12336094,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1975,Thousands of dollars,3,13317758,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1976,Thousands of dollars,3,14813181,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1977,Thousands of dollars,3,16646785,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1978,Thousands of dollars,3,19559610,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1979,Thousands of dollars,3,22987021,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1980,Thousands of dollars,3,26489939,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1981,Thousands of dollars,3,30223309,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1982,Thousands of dollars,3,32161434,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1983,Thousands of dollars,3,35454856,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1984,Thousands of dollars,3,39988822,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1985,Thousands of dollars,3,44529113,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1986,Thousands of dollars,3,48697699,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1987,Thousands of dollars,3,52270181,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1988,Thousands of dollars,3,56652853,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1989,Thousands of dollars,3,60776818,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1990,Thousands of dollars,3,63797722,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1991,Thousands of dollars,3,67229566,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1992,Thousands of dollars,3,71607986,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1993,Thousands of dollars,3,76933245,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1994,Thousands of dollars,3,84205588,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1995,Thousands of dollars,3,91807305,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1996,Thousands of dollars,3,99449957,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1997,Thousands of dollars,3,107797478,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1998,Thousands of dollars,3,117834952,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,1999,Thousands of dollars,3,124922252,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2000,Thousands of dollars,3,135573750,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2001,Thousands of dollars,3,142097788,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2002,Thousands of dollars,3,147455199,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2003,Thousands of dollars,3,156408807,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2004,Thousands of dollars,3,170442982,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2005,Thousands of dollars,3,187724914,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2006,Thousands of dollars,3,207762641,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2007,Thousands of dollars,3,219579070,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2008,Thousands of dollars,3,223495122,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2009,Thousands of dollars,3,212283565,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2010,Thousands of dollars,3,216223640,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2011,Thousands of dollars,3,227203294,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2012,Thousands of dollars,3,236431415,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2013,Thousands of dollars,3,242030312,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2014,Thousands of dollars,3,253711620,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2015,Thousands of dollars,3,267474059,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2016,Thousands of dollars,3,279696749,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2017,Thousands of dollars,3,297261506,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2018,Thousands of dollars,3,315458961,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2019,Thousands of dollars,3,337214074,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2020,Thousands of dollars,3,374311796,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2021,Thousands of dollars,3,409885700,,CAINC1,1,Personal income
CAINC1-1,04000,Arizona,2022,Thousands of dollars,3,430083534,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1969,Thousands of dollars,3,5128531,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1970,Thousands of dollars,3,5626520,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1971,Thousands of dollars,3,6263108,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1972,Thousands of dollars,3,7071222,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1973,Thousands of dollars,3,8376080,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1974,Thousands of dollars,3,9353548,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1975,Thousands of dollars,3,10292084,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1976,Thousands of dollars,3,11378923,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1977,Thousands of dollars,3,12661751,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1978,Thousands of dollars,3,14668793,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1979,Thousands of dollars,3,16089121,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1980,Thousands of dollars,3,17396286,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1981,Thousands of dollars,3,19702982,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1982,Thousands of dollars,3,20696485,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1983,Thousands of dollars,3,21946842,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1984,Thousands of dollars,3,24446529,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1985,Thousands of dollars,3,25982293,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1986,Thousands of dollars,3,27302960,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1987,Thousands of dollars,3,28356851,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1988,Thousands of dollars,3,30489773,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1989,Thousands of dollars,3,32694750,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1990,Thousands of dollars,3,34456200,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1991,Thousands of dollars,3,36494274,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1992,Thousands of dollars,3,39697534,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1993,Thousands of dollars,3,41622845,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1994,Thousands of dollars,3,44252233,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1995,Thousands of dollars,3,47112248,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1996,Thousands of dollars,3,49969528,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1997,Thousands of dollars,3,52480597,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1998,Thousands of dollars,3,55686342,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,1999,Thousands of dollars,3,57922066,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2000,Thousands of dollars,3,60886171,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2001,Thousands of dollars,3,64168556,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2002,Thousands of dollars,3,65698816,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2003,Thousands of dollars,3,69656369,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2004,Thousands of dollars,3,74308675,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2005,Thousands of dollars,3,77990351,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2006,Thousands of dollars,3,82891649,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2007,Thousands of dollars,3,88410652,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2008,Thousands of dollars,3,92435635,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2009,Thousands of dollars,3,90992265,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2010,Thousands of dollars,3,94126992,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2011,Thousands of dollars,3,100449543,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2012,Thousands of dollars,3,107007376,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2013,Thousands of dollars,3,107209282,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2014,Thousands of dollars,3,113171547,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2015,Thousands of dollars,3,116632432,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2016,Thousands of dollars,3,119758840,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2017,Thousands of dollars,3,123825419,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2018,Thousands of dollars,3,128970824,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2019,Thousands of dollars,3,131439239,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2020,Thousands of dollars,3,142111663,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2021,Thousands of dollars,3,156361458,,CAINC1,1,Personal income
CAINC1-1,05000,Arkansas,2022,Thousands of dollars,3,160254175,,CAINC1,1,Personal income
CAINC1-1,06000,California,1969,Thousands of dollars,3,92160048,,CAINC1,1,Personal income
CAINC1-1,06000,California,1970,Thousands of dollars,3,99417462,,CAINC1,1,Personal income
CAINC1-1,06000,California,1971,Thousands of dollars,3,105987186,,CAINC1,1,Personal income
CAINC1-1,06000,California,1972,Thousands of dollars,3,116351066,,CAINC1,1,Personal income
CAINC1-1,06000,California,1973,Thousands of dollars,3,127777265,,CAINC1,1,Personal income
CAINC1-1,06000,California,1974,Thousands of dollars,3,142507421,,CAINC1,1,Personal income
CAINC1-1,06000,California,1975,Thousands of dollars,3,157639903,,CAINC1,1,Personal income
CAINC1-1,06000,California,1976,Thousands of dollars,3,174924788,,CAINC1,1,Personal income
CAINC1-1,06000,California,1977,Thousands of dollars,3,194032902,,CAINC1,1,Personal income
CAINC1-1,06000,California,1978,Thousands of dollars,3,220640055,,CAINC1,1,Personal income
CAINC1-1,06000,California,1979,Thousands of dollars,3,250181567,,CAINC1,1,Personal income
CAINC1-1,06000,California,1980,Thousands of dollars,3,284416652,,CAINC1,1,Personal income
CAINC1-1,06000,California,1981,Thousands of dollars,3,319356852,,CAINC1,1,Personal income
CAINC1-1,06000,California,1982,Thousands of dollars,3,342144678,,CAINC1,1,Personal income
CAINC1-1,06000,California,1983,Thousands of dollars,3,369925812,,CAINC1,1,Personal income
CAINC1-1,06000,California,1984,Thousands of dollars,3,410321649,,CAINC1,1,Personal income
CAINC1-1,06000,California,1985,Thousands of dollars,3,443888531,,CAINC1,1,Personal income
CAINC1-1,06000,California,1986,Thousands of dollars,3,476484468,,CAINC1,1,Personal income
CAINC1-1,06000,California,1987,Thousands of dollars,3,511613010,,CAINC1,1,Personal income
CAINC1-1,06000,California,1988,Thousands of dollars,3,557618023,,CAINC1,1,Personal income
CAINC1-1,06000,California,1989,Thousands of dollars,3,600193593,,CAINC1,1,Personal income
CAINC1-1,06000,California,1990,Thousands of dollars,3,643623777,,CAINC1,1,Personal income
CAINC1-1,06000,California,1991,Thousands of dollars,3,666607620,,CAINC1,1,Personal income
CAINC1-1,06000,California,1992,Thousands of dollars,3,702023479,,CAINC1,1,Personal income
CAINC1-1,06000,California,1993,Thousands of dollars,3,719014905,,CAINC1,1,Personal income
CAINC1-1,06000,California,1994,Thousands of dollars,3,741651785,,CAINC1,1,Personal income
CAINC1-1,06000,California,1995,Thousands of dollars,3,779604724,,CAINC1,1,Personal income
CAINC1-1,06000,California,1996,Thousands of dollars,3,828147235,,CAINC1,1,Personal income
CAINC1-1,06000,California,1997,Thousands of dollars,3,876440299,,CAINC1,1,Personal income
CAINC1-1,06000,California,1998,Thousands of dollars,3,953360541,,CAINC1,1,Personal income
CAINC1-1,06000,California,1999,Thousands of dollars,3,1022682748,,CAINC1,1,Personal income
CAINC1-1,06000,California,2000,Thousands of dollars,3,1127550078,,CAINC1,1,Personal income
CAINC1-1,06000,California,2001,Thousands of dollars,3,1169366357,,CAINC1,1,Personal income
CAINC1-1,06000,California,2002,Thousands of dollars,3,1187280934,,CAINC1,1,Personal income
CAINC1-1,06000,California,2003,Thousands of dollars,3,1240604169,,CAINC1,1,Personal income
CAINC1-1,06000,California,2004,Thousands of dollars,3,1315172209,,CAINC1,1,Personal income
CAINC1-1,06000,California,2005,Thousands of dollars,3,1387883820,,CAINC1,1,Personal income
CAINC1-1,06000,California,2006,Thousands of dollars,3,1493216996,,CAINC1,1,Personal income
CAINC1-1,06000,California,2007,Thousands of dollars,3,1561307156,,CAINC1,1,Personal income
CAINC1-1,06000,California,2008,Thousands of dollars,3,1588294546,,CAINC1,1,Personal income
CAINC1-1,06000,California,2009,Thousands of dollars,3,1539818660,,CAINC1,1,Personal income
CAINC1-1,06000,California,2010,Thousands of dollars,3,1609997470,,CAINC1,1,Personal income
CAINC1-1,06000,California,2011,Thousands of dollars,3,1713428004,,CAINC1,1,Personal income
CAINC1-1,06000,California,2012,Thousands of dollars,3,1814763034,,CAINC1,1,Personal income
CAINC1-1,06000,California,2013,Thousands of dollars,3,1840885251,,CAINC1,1,Personal income
CAINC1-1,06000,California,2014,Thousands of dollars,3,1955718006,,CAINC1,1,Personal income
CAINC1-1,06000,California,2015,Thousands of dollars,3,2097049575,,CAINC1,1,Personal income
CAINC1-1,06000,California,2016,Thousands of dollars,3,2191138011,,CAINC1,1,Personal income
CAINC1-1,06000,California,2017,Thousands of dollars,3,2295048653,,CAINC1,1,Personal income
CAINC1-1,06000,California,2018,Thousands of dollars,3,2411055136,,CAINC1,1,Personal income
CAINC1-1,06000,California,2019,Thousands of dollars,3,2537950599,,CAINC1,1,Personal income
CAINC1-1,06000,California,2020,Thousands of dollars,3,2767521379,,CAINC1,1,Personal income
CAINC1-1,06000,California,2021,Thousands of dollars,3,3013676929,,CAINC1,1,Personal income
CAINC1-1,06000,California,2022,Thousands of dollars,3,3006647281,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1969,Thousands of dollars,3,8438834,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1970,Thousands of dollars,3,9540190,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1971,Thousands of dollars,3,10759666,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1972,Thousands of dollars,3,12176083,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1973,Thousands of dollars,3,13923113,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1974,Thousands of dollars,3,15609172,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1975,Thousands of dollars,3,17249727,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1976,Thousands of dollars,3,18981259,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1977,Thousands of dollars,3,21174240,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1978,Thousands of dollars,3,24413528,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1979,Thousands of dollars,3,27973924,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1980,Thousands of dollars,3,32052580,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1981,Thousands of dollars,3,36842992,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1982,Thousands of dollars,3,40468901,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1983,Thousands of dollars,3,43691655,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1984,Thousands of dollars,3,47578744,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1985,Thousands of dollars,3,50442397,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1986,Thousands of dollars,3,52397050,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1987,Thousands of dollars,3,54179277,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1988,Thousands of dollars,3,57482944,,CAINC1,1,Personal income
CAINC1-1,08000,Colorado,1989,Thousands of dollars,3,61922088,,CAINC1,1,Personal income
