code,geofips,geoname,timeperiod,cl_unit,unit_mult,datavalue,noteref,table,endpoint,topic
SAGDP4N-1,11000,District of Columbia,2020,Thousands of dollars,3,100960306,,SAGDP4N,1,All industry total
SAGDP4N-1,11000,District of Columbia,2021,Thousands of dollars,3,105657742,,SAGDP4N,1,All industry total
SAGDP4N-1,11000,District of Columbia,2022,Thousands of dollars,3,111164368,,SAGDP4N,1,All industry total
SAGDP4N-1,12000,Florida,2017,Thousands of dollars,3,542128729,,SAGDP4N,1,All industry total
SAGDP4N-1,12000,Florida,2018,Thousands of dollars,3,574611394,,SAGDP4N,1,All industry total
SAGDP4N-1,12000,Florida,2019,Thousands of dollars,3,606508606,,SAGDP4N,1,All industry total
SAGDP4N-1,12000,Florida,2020,Thousands of dollars,3,617831077,,SAGDP4N,1,All industry total
SAGDP4N-1,12000,Florida,2021,Thousands of dollars,3,692318491,,SAGDP4N,1,All industry total
SAGDP4N-1,12000,Florida,2022,Thousands of dollars,3,762524442,,SAGDP4N,1,All industry total
SAGDP4N-1,13000,Georgia,2017,Thousands of dollars,3,301509714,,SAGDP4N,1,All industry total
SAGDP4N-1,13000,Georgia,2018,Thousands of dollars,3,315574676,,SAGDP4N,1,All industry total
SAGDP4N-1,13000,Georgia,2019,Thousands of dollars,3,329934105,,SAGDP4N,1,All industry total
SAGDP4N-1,13000,Georgia,2020,Thousands of dollars,3,334618587,,SAGDP4N,1,All industry total
SAGDP4N-1,13000,Georgia,2021,Thousands of dollars,3,366403851,,SAGDP4N,1,All industry total
SAGDP4N-1,13000,Georgia,2022,Thousands of dollars,3,400074446,,SAGDP4N,1,All industry total
SAGDP4N-1,15000,Hawaii,2017,Thousands of dollars,3,47715392,,SAGDP4N,1,All industry total
SAGDP4N-1,15000,Hawaii,2018,Thousands of dollars,3,49071176,,SAGDP4N,1,All industry total
SAGDP4N-1,15000,Hawaii,2019,Thousands of dollars,3,50412151,,SAGDP4N,1,All industry total
SAGDP4N-1,15000,Hawaii,2020,Thousands of dollars,3,47891908,,SAGDP4N,1,All industry total
SAGDP4N-1,15000,Hawaii,2021,Thousands of dollars,3,51392176,,SAGDP4N,1,All industry total
SAGDP4N-1,15000,Hawaii,2022,Thousands of dollars,3,54934675,,SAGDP4N,1,All industry total
SAGDP4N-1,16000,Idaho,2017,Thousands of dollars,3,39470939,,SAGDP4N,1,All industry total
SAGDP4N-1,16000,Idaho,2018,Thousands of dollars,3,42237240,,SAGDP4N,1,All industry total
SAGDP4N-1,16000,Idaho,2019,Thousands of dollars,3,44626250,,SAGDP4N,1,All industry total
SAGDP4N-1,16000,Idaho,2020,Thousands of dollars,3,47681741,,SAGDP4N,1,All industry total
SAGDP4N-1,16000,Idaho,2021,Thousands of dollars,3,53052793,,SAGDP4N,1,All industry total
SAGDP4N-1,16000,Idaho,2022,Thousands of dollars,3,57733398,,SAGDP4N,1,All industry total
SAGDP4N-1,17000,Illinois,2017,Thousands of dollars,3,453339075,,SAGDP4N,1,All industry total
SAGDP4N-1,17000,Illinois,2018,Thousands of dollars,3,472780078,,SAGDP4N,1,All industry total
SAGDP4N-1,17000,Illinois,2019,Thousands of dollars,3,485503494,,SAGDP4N,1,All industry total
SAGDP4N-1,17000,Illinois,2020,Thousands of dollars,3,483687475,,SAGDP4N,1,All industry total
SAGDP4N-1,17000,Illinois,2021,Thousands of dollars,3,517269230,,SAGDP4N,1,All industry total
SAGDP4N-1,17000,Illinois,2022,Thousands of dollars,3,553043088,,SAGDP4N,1,All industry total
SAGDP4N-1,18000,Indiana,2017,Thousands of dollars,3,184494715,,SAGDP4N,1,All industry total
SAGDP4N-1,18000,Indiana,2018,Thousands of dollars,3,193408233,,SAGDP4N,1,All industry total
SAGDP4N-1,18000,Indiana,2019,Thousands of dollars,3,198805611,,SAGDP4N,1,All industry total
SAGDP4N-1,18000,Indiana,2020,Thousands of dollars,3,200727950,,SAGDP4N,1,All industry total
SAGDP4N-1,18000,Indiana,2021,Thousands of dollars,3,216805670,,SAGDP4N,1,All industry total
SAGDP4N-1,18000,Indiana,2022,Thousands of dollars,3,234612929,,SAGDP4N,1,All industry total
SAGDP4N-1,19000,Iowa,2017,Thousands of dollars,3,92656919,,SAGDP4N,1,All industry total
SAGDP4N-1,19000,Iowa,2018,Thousands of dollars,3,96343443,,SAGDP4N,1,All industry total
SAGDP4N-1,19000,Iowa,2019,Thousands of dollars,3,98507685,,SAGDP4N,1,All industry total
SAGDP4N-1,19000,Iowa,2020,Thousands of dollars,3,100017831,,SAGDP4N,1,All industry total
SAGDP4N-1,19000,Iowa,2021,Thousands of dollars,3,105287223,,SAGDP4N,1,All industry total
SAGDP4N-1,19000,Iowa,2022,Thousands of dollars,3,112527737,,SAGDP4N,1,All industry total
SAGDP4N-1,20000,Kansas,2017,Thousands of dollars,3,85262277,,SAGDP4N,1,All industry total
SAGDP4N-1,20000,Kansas,2018,Thousands of dollars,3,88766954,,SAGDP4N,1,All industry total
SAGDP4N-1,20000,Kansas,2019,Thousands of dollars,3,92002458,,SAGDP4N,1,All industry total
SAGDP4N-1,20000,Kansas,2020,Thousands of dollars,3,93413367,,SAGDP4N,1,All industry total
SAGDP4N-1,20000,Kansas,2021,Thousands of dollars,3,97792159,,SAGDP4N,1,All industry total
SAGDP4N-1,20000,Kansas,2022,Thousands of dollars,3,104341141,,SAGDP4N,1,All industry total
SAGDP4N-1,21000,Kentucky,2017,Thousands of dollars,3,112468509,,SAGDP4N,1,All industry total
SAGDP4N-1,21000,Kentucky,2018,Thousands of dollars,3,116565293,,SAGDP4N,1,All industry total
SAGDP4N-1,21000,Kentucky,2019,Thousands of dollars,3,121060856,,SAGDP4N,1,All industry total
SAGDP4N-1,21000,Kentucky,2020,Thousands of dollars,3,122195001,,SAGDP4N,1,All industry total
SAGDP4N-1,21000,Kentucky,2021,Thousands of dollars,3,131024204,,SAGDP4N,1,All industry total
SAGDP4N-1,21000,Kentucky,2022,Thousands of dollars,3,140907940,,SAGDP4N,1,All industry total
SAGDP4N-1,22000,Louisiana,2017,Thousands of dollars,3,121139019,,SAGDP4N,1,All industry total
SAGDP4N-1,22000,Louisiana,2018,Thousands of dollars,3,126295053,,SAGDP4N,1,All industry total
SAGDP4N-1,22000,Louisiana,2019,Thousands of dollars,3,128841396,,SAGDP4N,1,All industry total
SAGDP4N-1,22000,Louisiana,2020,Thousands of dollars,3,125696109,,SAGDP4N,1,All industry total
SAGDP4N-1,22000,Louisiana,2021,Thousands of dollars,3,131432526,,SAGDP4N,1,All industry total
SAGDP4N-1,22000,Louisiana,2022,Thousands of dollars,3,140379780,,SAGDP4N,1,All industry total
SAGDP4N-1,23000,Maine,2017,Thousands of dollars,3,35744294,,SAGDP4N,1,All industry total
SAGDP4N-1,23000,Maine,2018,Thousands of dollars,3,37361227,,SAGDP4N,1,All industry total
SAGDP4N-1,23000,Maine,2019,Thousands of dollars,3,39017327,,SAGDP4N,1,All industry total
SAGDP4N-1,23000,Maine,2020,Thousands of dollars,3,40351276,,SAGDP4N,1,All industry total
SAGDP4N-1,23000,Maine,2021,Thousands of dollars,3,44036944,,SAGDP4N,1,All industry total
SAGDP4N-1,23000,Maine,2022,Thousands of dollars,3,47446400,,SAGDP4N,1,All industry total
SAGDP4N-1,24000,Maryland,2017,Thousands of dollars,3,215578117,,SAGDP4N,1,All industry total
SAGDP4N-1,24000,Maryland,2018,Thousands of dollars,3,223169736,,SAGDP4N,1,All industry total
SAGDP4N-1,24000,Maryland,2019,Thousands of dollars,3,230295764,,SAGDP4N,1,All industry total
SAGDP4N-1,24000,Maryland,2020,Thousands of dollars,3,233519956,,SAGDP4N,1,All industry total
SAGDP4N-1,24000,Maryland,2021,Thousands of dollars,3,248267724,,SAGDP4N,1,All industry total
SAGDP4N-1,24000,Maryland,2022,Thousands of dollars,3,262148918,,SAGDP4N,1,All industry total
SAGDP4N-1,25000,Massachusetts,2017,Thousands of dollars,3,309143139,,SAGDP4N,1,All industry total
SAGDP4N-1,25000,Massachusetts,2018,Thousands of dollars,3,325726220,,SAGDP4N,1,All industry total
SAGDP4N-1,25000,Massachusetts,2019,Thousands of dollars,3,342167466,,SAGDP4N,1,All industry total
SAGDP4N-1,25000,Massachusetts,2020,Thousands of dollars,3,345256877,,SAGDP4N,1,All industry total
SAGDP4N-1,25000,Massachusetts,2021,Thousands of dollars,3,373048742,,SAGDP4N,1,All industry total
SAGDP4N-1,25000,Massachusetts,2022,Thousands of dollars,3,394121058,,SAGDP4N,1,All industry total
SAGDP4N-1,26000,Michigan,2017,Thousands of dollars,3,285743016,,SAGDP4N,1,All industry total
SAGDP4N-1,26000,Michigan,2018,Thousands of dollars,3,297154459,,SAGDP4N,1,All industry total
SAGDP4N-1,26000,Michigan,2019,Thousands of dollars,3,304485726,,SAGDP4N,1,All industry total
SAGDP4N-1,26000,Michigan,2020,Thousands of dollars,3,298476289,,SAGDP4N,1,All industry total
SAGDP4N-1,26000,Michigan,2021,Thousands of dollars,3,321166803,,SAGDP4N,1,All industry total
SAGDP4N-1,26000,Michigan,2022,Thousands of dollars,3,343917930,,SAGDP4N,1,All industry total
SAGDP4N-1,27000,Minnesota,2017,Thousands of dollars,3,202013096,,SAGDP4N,1,All industry total
SAGDP4N-1,27000,Minnesota,2018,Thousands of dollars,3,210876955,,SAGDP4N,1,All industry total
SAGDP4N-1,27000,Minnesota,2019,Thousands of dollars,3,218260260,,SAGDP4N,1,All industry total
SAGDP4N-1,27000,Minnesota,2020,Thousands of dollars,3,218930027,,SAGDP4N,1,All industry total
SAGDP4N-1,27000,Minnesota,2021,Thousands of dollars,3,233890500,,SAGDP4N,1,All industry total
SAGDP4N-1,27000,Minnesota,2022,Thousands of dollars,3,248802269,,SAGDP4N,1,All industry total
SAGDP4N-1,28000,Mississippi,2017,Thousands of dollars,3,60352366,,SAGDP4N,1,All industry total
SAGDP4N-1,28000,Mississippi,2018,Thousands of dollars,3,62113863,,SAGDP4N,1,All industry total
SAGDP4N-1,28000,Mississippi,2019,Thousands of dollars,3,63992945,,SAGDP4N,1,All industry total
SAGDP4N-1,28000,Mississippi,2020,Thousands of dollars,3,65136967,,SAGDP4N,1,All industry total
SAGDP4N-1,28000,Mississippi,2021,Thousands of dollars,3,69451481,,SAGDP4N,1,All industry total
SAGDP4N-1,28000,Mississippi,2022,Thousands of dollars,3,73906642,,SAGDP4N,1,All industry total
SAGDP4N-1,29000,Missouri,2017,Thousands of dollars,3,176847678,,SAGDP4N,1,All industry total
SAGDP4N-1,29000,Missouri,2018,Thousands of dollars,3,184807662,,SAGDP4N,1,All industry total
SAGDP4N-1,29000,Missouri,2019,Thousands of dollars,3,192005727,,SAGDP4N,1,All industry total
SAGDP4N-1,29000,Missouri,2020,Thousands of dollars,3,194141477,,SAGDP4N,1,All industry total
SAGDP4N-1,29000,Missouri,2021,Thousands of dollars,3,205968812,,SAGDP4N,1,All industry total
SAGDP4N-1,29000,Missouri,2022,Thousands of dollars,3,220172267,,SAGDP4N,1,All industry total
SAGDP4N-1,30000,Montana,2017,Thousands of dollars,3,26004729,,SAGDP4N,1,All industry total
SAGDP4N-1,30000,Montana,2018,Thousands of dollars,3,27104090,,SAGDP4N,1,All industry total
SAGDP4N-1,30000,Montana,2019,Thousands of dollars,3,28205653,,SAGDP4N,1,All industry total
SAGDP4N-1,30000,Montana,2020,Thousands of dollars,3,29351934,,SAGDP4N,1,All industry total
SAGDP4N-1,30000,Montana,2021,Thousands of dollars,3,32456137,,SAGDP4N,1,All industry total
SAGDP4N-1,30000,Montana,2022,Thousands of dollars,3,35372963,,SAGDP4N,1,All industry total
SAGDP4N-1,31000,Nebraska,2017,Thousands of dollars,3,60550714,,SAGDP4N,1,All industry total
SAGDP4N-1,31000,Nebraska,2018,Thousands of dollars,3,63334873,,SAGDP4N,1,All industry total
SAGDP4N-1,31000,Nebraska,2019,Thousands of dollars,3,65684461,,SAGDP4N,1,All industry total
SAGDP4N-1,31000,Nebraska,2020,Thousands of dollars,3,67217852,,SAGDP4N,1,All industry total
SAGDP4N-1,31000,Nebraska,2021,Thousands of dollars,3,71209837,,SAGDP4N,1,All industry total
SAGDP4N-1,31000,Nebraska,2022,Thousands of dollars,3,76049020,,SAGDP4N,1,All industry total
SAGDP4N-1,32000,Nevada,2017,Thousands of dollars,3,84334295,,SAGDP4N,1,All industry total
SAGDP4N-1,32000,Nevada,2018,Thousands of dollars,3,89409116,,SAGDP4N,1,All industry total
SAGDP4N-1,32000,Nevada,2019,Thousands of dollars,3,94767958,,SAGDP4N,1,All industry total
SAGDP4N-1,32000,Nevada,2020,Thousands of dollars,3,92562649,,SAGDP4N,1,All industry total
SAGDP4N-1,32000,Nevada,2021,Thousands of dollars,3,104460220,,SAGDP4N,1,All industry total
SAGDP4N-1,32000,Nevada,2022,Thousands of dollars,3,116642994,,SAGDP4N,1,All industry total
SAGDP4N-1,33000,New Hampshire,2017,Thousands of dollars,3,45377900,,SAGDP4N,1,All industry total
SAGDP4N-1,33000,New Hampshire,2018,Thousands of dollars,3,47259890,,SAGDP4N,1,All industry total
SAGDP4N-1,33000,New Hampshire,2019,Thousands of dollars,3,49176762,,SAGDP4N,1,All industry total
SAGDP4N-1,33000,New Hampshire,2020,Thousands of dollars,3,50708586,,SAGDP4N,1,All industry total
SAGDP4N-1,33000,New Hampshire,2021,Thousands of dollars,3,57808545,,SAGDP4N,1,All industry total
SAGDP4N-1,33000,New Hampshire,2022,Thousands of dollars,3,60067241,,SAGDP4N,1,All industry total
SAGDP4N-1,34000,New Jersey,2017,Thousands of dollars,3,323748364,,SAGDP4N,1,All industry total
SAGDP4N-1,34000,New Jersey,2018,Thousands of dollars,3,336868494,,SAGDP4N,1,All industry total
SAGDP4N-1,34000,New Jersey,2019,Thousands of dollars,3,350368328,,SAGDP4N,1,All industry total
SAGDP4N-1,34000,New Jersey,2020,Thousands of dollars,3,352000986,,SAGDP4N,1,All industry total
SAGDP4N-1,34000,New Jersey,2021,Thousands of dollars,3,378235926,,SAGDP4N,1,All industry total
SAGDP4N-1,34000,New Jersey,2022,Thousands of dollars,3,406075273,,SAGDP4N,1,All industry total
SAGDP4N-1,35000,New Mexico,2017,Thousands of dollars,3,48602212,,SAGDP4N,1,All industry total
SAGDP4N-1,35000,New Mexico,2018,Thousands of dollars,3,50920325,,SAGDP4N,1,All industry total
SAGDP4N-1,35000,New Mexico,2019,Thousands of dollars,3,53555247,,SAGDP4N,1,All industry total
SAGDP4N-1,35000,New Mexico,2020,Thousands of dollars,3,53451192,,SAGDP4N,1,All industry total
SAGDP4N-1,35000,New Mexico,2021,Thousands of dollars,3,56575675,,SAGDP4N,1,All industry total
SAGDP4N-1,35000,New Mexico,2022,Thousands of dollars,3,61258336,,SAGDP4N,1,All industry total
SAGDP4N-1,36000,New York,2017,Thousands of dollars,3,832970621,,SAGDP4N,1,All industry total
SAGDP4N-1,36000,New York,2018,Thousands of dollars,3,874936988,,SAGDP4N,1,All industry total
SAGDP4N-1,36000,New York,2019,Thousands of dollars,3,913620081,,SAGDP4N,1,All industry total
SAGDP4N-1,36000,New York,2020,Thousands of dollars,3,906599967,,SAGDP4N,1,All industry total
SAGDP4N-1,36000,New York,2021,Thousands of dollars,3,978303326,,SAGDP4N,1,All industry total
SAGDP4N-1,36000,New York,2022,Thousands of dollars,3,1038628260,,SAGDP4N,1,All industry total
SAGDP4N-1,37000,North Carolina,2017,Thousands of dollars,3,285070425,,SAGDP4N,1,All industry total
SAGDP4N-1,37000,North Carolina,2018,Thousands of dollars,3,300705381,,SAGDP4N,1,All industry total
SAGDP4N-1,37000,North Carolina,2019,Thousands of dollars,3,315958698,,SAGDP4N,1,All industry total
SAGDP4N-1,37000,North Carolina,2020,Thousands of dollars,3,324794558,,SAGDP4N,1,All industry total
SAGDP4N-1,37000,North Carolina,2021,Thousands of dollars,3,356071794,,SAGDP4N,1,All industry total
SAGDP4N-1,37000,North Carolina,2022,Thousands of dollars,3,387069394,,SAGDP4N,1,All industry total
SAGDP4N-1,38000,North Dakota,2017,Thousands of dollars,3,27561577,,SAGDP4N,1,All industry total
SAGDP4N-1,38000,North Dakota,2018,Thousands of dollars,3,28796072,,SAGDP4N,1,All industry total
SAGDP4N-1,38000,North Dakota,2019,Thousands of dollars,3,29941851,,SAGDP4N,1,All industry total
SAGDP4N-1,38000,North Dakota,2020,Thousands of dollars,3,29000126,,SAGDP4N,1,All industry total
SAGDP4N-1,38000,North Dakota,2021,Thousands of dollars,3,29895048,,SAGDP4N,1,All industry total
SAGDP4N-1,38000,North Dakota,2022,Thousands of dollars,3,32275532,,SAGDP4N,1,All industry total
SAGDP4N-1,39000,Ohio,2017,Thousands of dollars,3,349025729,,SAGDP4N,1,All industry total
SAGDP4N-1,39000,Ohio,2018,Thousands of dollars,3,361405780,,SAGDP4N,1,All industry total
SAGDP4N-1,39000,Ohio,2019,Thousands of dollars,3,373980573,,SAGDP4N,1,All industry total
SAGDP4N-1,39000,Ohio,2020,Thousands of dollars,3,376177215,,SAGDP4N,1,All industry total
SAGDP4N-1,39000,Ohio,2021,Thousands of dollars,3,399471087,,SAGDP4N,1,All industry total
SAGDP4N-1,39000,Ohio,2022,Thousands of dollars,3,425329656,,SAGDP4N,1,All industry total
SAGDP4N-1,40000,Oklahoma,2017,Thousands of dollars,3,97104740,,SAGDP4N,1,All industry total
SAGDP4N-1,40000,Oklahoma,2018,Thousands of dollars,3,102000101,,SAGDP4N,1,All industry total
SAGDP4N-1,40000,Oklahoma,2019,Thousands of dollars,3,105832053,,SAGDP4N,1,All industry total
SAGDP4N-1,40000,Oklahoma,2020,Thousands of dollars,3,104844755,,SAGDP4N,1,All industry total
SAGDP4N-1,40000,Oklahoma,2021,Thousands of dollars,3,109575481,,SAGDP4N,1,All industry total
SAGDP4N-1,40000,Oklahoma,2022,Thousands of dollars,3,117556541,,SAGDP4N,1,All industry total
SAGDP4N-1,41000,Oregon,2017,Thousands of dollars,3,125888028,,SAGDP4N,1,All industry total
SAGDP4N-1,41000,Oregon,2018,Thousands of dollars,3,133509836,,SAGDP4N,1,All industry total
SAGDP4N-1,41000,Oregon,2019,Thousands of dollars,3,140657183,,SAGDP4N,1,All industry total
SAGDP4N-1,41000,Oregon,2020,Thousands of dollars,3,144396327,,SAGDP4N,1,All industry total
SAGDP4N-1,41000,Oregon,2021,Thousands of dollars,3,157356310,,SAGDP4N,1,All industry total
SAGDP4N-1,41000,Oregon,2022,Thousands of dollars,3,167109715,,SAGDP4N,1,All industry total
SAGDP4N-1,42000,Pennsylvania,2017,Thousands of dollars,3,407783666,,SAGDP4N,1,All industry total
SAGDP4N-1,42000,Pennsylvania,2018,Thousands of dollars,3,424730613,,SAGDP4N,1,All industry total
SAGDP4N-1,42000,Pennsylvania,2019,Thousands of dollars,3,441207586,,SAGDP4N,1,All industry total
SAGDP4N-1,42000,Pennsylvania,2020,Thousands of dollars,3,438847981,,SAGDP4N,1,All industry total
SAGDP4N-1,42000,Pennsylvania,2021,Thousands of dollars,3,466275482,,SAGDP4N,1,All industry total
SAGDP4N-1,42000,Pennsylvania,2022,Thousands of dollars,3,497959474,,SAGDP4N,1,All industry total
SAGDP4N-1,44000,Rhode Island,2017,Thousands of dollars,3,33687879,,SAGDP4N,1,All industry total
SAGDP4N-1,44000,Rhode Island,2018,Thousands of dollars,3,34629697,,SAGDP4N,1,All industry total
SAGDP4N-1,44000,Rhode Island,2019,Thousands of dollars,3,35625323,,SAGDP4N,1,All industry total
SAGDP4N-1,44000,Rhode Island,2020,Thousands of dollars,3,35723344,,SAGDP4N,1,All industry total
SAGDP4N-1,44000,Rhode Island,2021,Thousands of dollars,3,38396905,,SAGDP4N,1,All industry total
SAGDP4N-1,44000,Rhode Island,2022,Thousands of dollars,3,41167298,,SAGDP4N,1,All industry total
SAGDP4N-1,45000,South Carolina,2017,Thousands of dollars,3,123253848,,SAGDP4N,1,All industry total
SAGDP4N-1,45000,South Carolina,2018,Thousands of dollars,3,129124036,,SAGDP4N,1,All industry total
SAGDP4N-1,45000,South Carolina,2019,Thousands of dollars,3,135684695,,SAGDP4N,1,All industry total
SAGDP4N-1,45000,South Carolina,2020,Thousands of dollars,3,137141681,,SAGDP4N,1,All industry total
SAGDP4N-1,45000,South Carolina,2021,Thousands of dollars,3,147141096,,SAGDP4N,1,All industry total
SAGDP4N-1,45000,South Carolina,2022,Thousands of dollars,3,160318667,,SAGDP4N,1,All industry total
SAGDP4N-1,46000,South Dakota,2017,Thousands of dollars,3,23674613,,SAGDP4N,1,All industry total
SAGDP4N-1,46000,South Dakota,2018,Thousands of dollars,3,24724750,,SAGDP4N,1,All industry total
SAGDP4N-1,46000,South Dakota,2019,Thousands of dollars,3,25954857,,SAGDP4N,1,All industry total
SAGDP4N-1,46000,South Dakota,2020,Thousands of dollars,3,27025960,,SAGDP4N,1,All industry total
SAGDP4N-1,46000,South Dakota,2021,Thousands of dollars,3,28850295,,SAGDP4N,1,All industry total
SAGDP4N-1,46000,South Dakota,2022,Thousands of dollars,3,30930649,,SAGDP4N,1,All industry total
SAGDP4N-1,47000,Tennessee,2017,Thousands of dollars,3,181741615,,SAGDP4N,1,All industry total
SAGDP4N-1,47000,Tennessee,2018,Thousands of dollars,3,191298089,,SAGDP4N,1,All industry total
SAGDP4N-1,47000,Tennessee,2019,Thousands of dollars,3,199471190,,SAGDP4N,1,All industry total
SAGDP4N-1,47000,Tennessee,2020,Thousands of dollars,3,204192143,,SAGDP4N,1,All industry total
SAGDP4N-1,47000,Tennessee,2021,Thousands of dollars,3,224343257,,SAGDP4N,1,All industry total
SAGDP4N-1,47000,Tennessee,2022,Thousands of dollars,3,243940302,,SAGDP4N,1,All industry total
SAGDP4N-1,48000,Texas,2017,Thousands of dollars,3,849890053,,SAGDP4N,1,All industry total
