code,geofips,geoname,timeperiod,cl_unit,unit_mult,datavalue,noteref,table,endpoint,topic
SAINC51-51,01000,Alabama,1952,Millions of dollars,6,3224.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1953,Millions of dollars,6,3360.3,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1954,Millions of dollars,6,3268.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1955,Millions of dollars,6,3686.2,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1956,Millions of dollars,6,3938.6,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1957,Millions of dollars,6,4169.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1958,Millions of dollars,6,4349.1,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1959,Millions of dollars,6,4567.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1960,Millions of dollars,6,4742.2,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1961,Millions of dollars,6,4919.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1962,Millions of dollars,6,5135.3,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1963,Millions of dollars,6,5456.9,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1964,Millions of dollars,6,5958.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1965,Millions of dollars,6,6451.5,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1966,Millions of dollars,6,6861.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1967,Millions of dollars,6,7247.1,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1968,Millions of dollars,6,7863.9,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1969,Millions of dollars,6,8650.7,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1970,Millions of dollars,6,9593.4,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1971,Millions of dollars,6,10603.4,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1972,Millions of dollars,6,11692.7,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1973,Millions of dollars,6,13165.6,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1974,Millions of dollars,6,14579.2,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1975,Millions of dollars,6,16413.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1976,Millions of dollars,6,18298.5,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1977,Millions of dollars,6,20138.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1978,Millions of dollars,6,22728.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1979,Millions of dollars,6,25117.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1980,Millions of dollars,6,27629.9,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1981,Millions of dollars,6,30595.1,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1982,Millions of dollars,6,32629.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1983,Millions of dollars,6,34959.2,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1984,Millions of dollars,6,38585.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1985,Millions of dollars,6,41251.9,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1986,Millions of dollars,6,43671.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1987,Millions of dollars,6,45851.9,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1988,Millions of dollars,6,49827.1,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1989,Millions of dollars,6,53867.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1990,Millions of dollars,6,57404.2,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1991,Millions of dollars,6,60995.9,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1992,Millions of dollars,6,65686.6,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1993,Millions of dollars,6,68613.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1994,Millions of dollars,6,72341.4,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1995,Millions of dollars,6,76283.6,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1996,Millions of dollars,6,79404.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1997,Millions of dollars,6,83239.5,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1998,Millions of dollars,6,88548.4,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,1999,Millions of dollars,6,91473.6,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2000,Millions of dollars,6,95839.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2001,Millions of dollars,6,99375.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2002,Millions of dollars,6,103906.5,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2003,Millions of dollars,6,109568.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2004,Millions of dollars,6,117627.3,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2005,Millions of dollars,6,123206.1,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2006,Millions of dollars,6,130008.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2007,Millions of dollars,6,136204.2,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2008,Millions of dollars,6,141827.1,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2009,Millions of dollars,6,143231.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2010,Millions of dollars,6,148862.1,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2011,Millions of dollars,6,152835.4,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2012,Millions of dollars,6,157273.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2013,Millions of dollars,6,157600.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2014,Millions of dollars,6,162978.1,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2015,Millions of dollars,6,169520.5,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2016,Millions of dollars,6,172173.6,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2017,Millions of dollars,6,179134.7,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2018,Millions of dollars,6,187334.2,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2019,Millions of dollars,6,195208.0,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2020,Millions of dollars,6,210513.8,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2021,Millions of dollars,6,228206.2,,SAINC51,51,Disposable personal income
SAINC51-51,01000,Alabama,2022,Millions of dollars,6,229599.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1948,Millions of dollars,6,863.6,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1949,Millions of dollars,6,900.6,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1950,Millions of dollars,6,986.4,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1951,Millions of dollars,6,1205.9,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1952,Millions of dollars,6,1346.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1953,Millions of dollars,6,1448.7,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1954,Millions of dollars,6,1507.1,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1955,Millions of dollars,6,1651.1,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1956,Millions of dollars,6,1851.0,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1957,Millions of dollars,6,2022.9,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1958,Millions of dollars,6,2153.8,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1959,Millions of dollars,6,2362.3,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1960,Millions of dollars,6,2563.2,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1961,Millions of dollars,6,2806.1,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1962,Millions of dollars,6,3009.9,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1963,Millions of dollars,6,3166.4,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1964,Millions of dollars,6,3453.3,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1965,Millions of dollars,6,3659.4,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1966,Millions of dollars,6,3963.2,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1967,Millions of dollars,6,4285.8,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1968,Millions of dollars,6,4881.6,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1969,Millions of dollars,6,5590.3,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1970,Millions of dollars,6,6408.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1971,Millions of dollars,6,7417.1,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1972,Millions of dollars,6,8420.4,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1973,Millions of dollars,6,9828.2,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1974,Millions of dollars,6,11023.6,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1975,Millions of dollars,6,12173.0,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1976,Millions of dollars,6,13436.7,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1977,Millions of dollars,6,14989.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1978,Millions of dollars,6,17461.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1979,Millions of dollars,6,20375.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1980,Millions of dollars,6,23561.6,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1981,Millions of dollars,6,26640.8,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1982,Millions of dollars,6,28492.9,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1983,Millions of dollars,6,31704.6,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1984,Millions of dollars,6,35806.7,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1985,Millions of dollars,6,39684.6,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1986,Millions of dollars,6,43473.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1987,Millions of dollars,6,46548.4,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1988,Millions of dollars,6,50777.7,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1989,Millions of dollars,6,54211.2,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1990,Millions of dollars,6,56860.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1991,Millions of dollars,6,60065.2,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1992,Millions of dollars,6,64247.2,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1993,Millions of dollars,6,68897.9,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1994,Millions of dollars,6,75214.3,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1995,Millions of dollars,6,81932.3,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1996,Millions of dollars,6,87819.2,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1997,Millions of dollars,6,94893.6,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1998,Millions of dollars,6,103265.8,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,1999,Millions of dollars,6,109324.1,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2000,Millions of dollars,6,118337.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2001,Millions of dollars,6,124820.6,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2002,Millions of dollars,6,132597.0,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2003,Millions of dollars,6,141828.8,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2004,Millions of dollars,6,154311.8,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2005,Millions of dollars,6,167738.1,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2006,Millions of dollars,6,184940.1,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2007,Millions of dollars,6,195625.4,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2008,Millions of dollars,6,201198.3,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2009,Millions of dollars,6,195955.8,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2010,Millions of dollars,6,198815.2,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2011,Millions of dollars,6,206128.2,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2012,Millions of dollars,6,214865.8,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2013,Millions of dollars,6,218160.9,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2014,Millions of dollars,6,228628.0,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2015,Millions of dollars,6,239543.4,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2016,Millions of dollars,6,250636.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2017,Millions of dollars,6,266666.0,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2018,Millions of dollars,6,283699.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2019,Millions of dollars,6,302159.1,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2020,Millions of dollars,6,337272.5,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2021,Millions of dollars,6,364326.7,,SAINC51,51,Disposable personal income
SAINC51-51,04000,Arizona,2022,Millions of dollars,6,377143.3,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1948,Millions of dollars,6,1525.7,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1949,Millions of dollars,6,1439.3,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1950,Millions of dollars,6,1541.1,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1951,Millions of dollars,6,1733.7,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1952,Millions of dollars,6,1798.5,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1953,Millions of dollars,6,1801.1,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1954,Millions of dollars,6,1776.7,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1955,Millions of dollars,6,1944.6,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1956,Millions of dollars,6,1996.1,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1957,Millions of dollars,6,2062.0,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1958,Millions of dollars,6,2143.6,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1959,Millions of dollars,6,2333.4,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1960,Millions of dollars,6,2351.3,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1961,Millions of dollars,6,2560.8,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1962,Millions of dollars,6,2712.1,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1963,Millions of dollars,6,2874.2,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1964,Millions of dollars,6,3164.4,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1965,Millions of dollars,6,3323.9,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1966,Millions of dollars,6,3655.1,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1967,Millions of dollars,6,3882.9,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1968,Millions of dollars,6,4153.4,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1969,Millions of dollars,6,4588.7,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1970,Millions of dollars,6,5062.6,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1971,Millions of dollars,6,5704.1,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1972,Millions of dollars,6,6412.9,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1973,Millions of dollars,6,7568.0,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1974,Millions of dollars,6,8387.9,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1975,Millions of dollars,6,9398.8,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1976,Millions of dollars,6,10250.3,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1977,Millions of dollars,6,11440.0,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1978,Millions of dollars,6,13248.1,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1979,Millions of dollars,6,14420.8,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1980,Millions of dollars,6,15509.4,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1981,Millions of dollars,6,17587.5,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1982,Millions of dollars,6,18361.9,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1983,Millions of dollars,6,19698.0,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1984,Millions of dollars,6,22103.3,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1985,Millions of dollars,6,23421.4,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1986,Millions of dollars,6,24690.9,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1987,Millions of dollars,6,25530.9,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1988,Millions of dollars,6,27518.9,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1989,Millions of dollars,6,29420.8,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1990,Millions of dollars,6,30958.0,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1991,Millions of dollars,6,32892.0,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1992,Millions of dollars,6,35830.7,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1993,Millions of dollars,6,37558.4,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1994,Millions of dollars,6,39760.4,,SAINC51,51,Disposable personal income
SAINC51-51,05000,Arkansas,1995,Millions of dollars,6,42222.4,,SAINC51,51,Disposable personal income
